RNA	protein	label
ENST00000519929	O60216	1
ENST00000693659	K7ERX2	0
ENST00000439341	Q7Z739	0
ENST00000434547	Q16621	1
ENST00000430468	P28715-3	0
ENST00000485218	Q9UGL1	1
ENST00000446989	P17535	1
ENST00000454005	P78337	1
ENST00000534178	Q03518-2	0
ENST00000657770	Q8N983-6	0
ENST00000580790	Q9NPG3	1
ENST00000596585	Q92800	1
ENST00000665238	P25490	0
ENST00000658241	Q15700-2	0
ENST00000661751	P33240	1
ENST00000613481	Q9UK53-5	0
ENST00000451712	Q9NPG3	1
ENST00000572573	P84022	1
ENST00000600848	P45880-2	0
ENST00000433186	O95238	1
ENST00000652370	A0A0J9YXQ4	0
ENST00000424733	P04150	1
ENST00000553330	P23769	1
ENST00000515627	P23771	1
ENST00000485218	Q00534	1
ENST00000656371	B0QY64	0
ENST00000548050	Q15306	1
ENST00000661133	Q9ULE4	0
ENST00000523103	O14647	1
ENST00000534991	Q14683	1
ENST00000444386	P38398	1
ENST00000416930	Q9NQB0	1
ENST00000452618	Q9ULU4-13	0
ENST00000455791	A0A1D8H0A6	0
ENST00000656728	Q6NXT4-4	0
ENST00000444986	P84022	1
ENST00000644612	O75940	1
ENST00000508619	P22415	1
ENST00000449391	Q9Y6Q9	1
ENST00000561909	H3BV29	0
ENST00000520323	P15407	1
ENST00000462801	Q96S55	1
ENST00000653630	O43820-2	0
ENST00000440874	Q15717	1
ENST00000440413	P43699	1
ENST00000366408	P19419	1
ENST00000670298	P0CV98	0
ENST00000686296	P09622-3	0
ENST00000666703	P53805	0
ENST00000596820	P32456	0
ENST00000661074	E9PHZ9	0
ENST00000673815	Q53EU6	0
ENST00000419080	P56270	1
ENST00000662573	Q5TCQ9-3	0
ENST00000660405	Q5JTV8-2	0
ENST00000541673	P59538	0
ENST00000442852	P32243	1
ENST00000442150	P41235	1
ENST00000506476	I3L520	0
ENST00000551152	Q15853	1
ENST00000647710	P49796-1	0
ENST00000667581	Q9NZD1-2	0
ENST00000635764	Q06546	1
ENST00000417123	Q8TEM1-2	0
ENST00000394240	Q92754	1
ENST00000623945	Q14814-3	0
ENST00000655175	Q9HCX4-3	0
ENST00000549251	O14646	1
ENST00000690541	Q8N6Y2-2	0
ENST00000420694	P50458	1
ENST00000438824	A0A3B3ITN8	0
ENST00000508718	A0A140TA68	0
ENST00000441414	Q8N5P1	1
ENST00000416770	P32519	1
ENST00000663789	P42224	1
ENST00000442150	Q15326	1
ENST00000444721	Q9H939-2	0
ENST00000608496	A0A087WXB1	0
ENST00000416343	P15408	1
ENST00000565129	A0A0A0MR93	0
ENST00000448898	Q9H939-2	0
ENST00000657240	Q63HN8-6	0
ENST00000437898	Q14207	1
ENST00000447494	A4GXA9-2	0
ENST00000456333	F5H0V4	0
ENST00000617755	F6RWC2	0
ENST00000537269	O15516	1
ENST00000665698	H0YIN8	0
ENST00000669396	Q96A99	0
ENST00000647523	Q86YA3-6	0
ENST00000479244	Q9Y468-4	0
ENST00000456198	P22415	1
ENST00000456633	P12980	1
ENST00000431376	Q9BQR3	0
ENST00000412098	Q02548	1
ENST00000615826	Q92831	1
ENST00000452222	P50549	1
ENST00000444386	O95365	1
ENST00000451545	Q96P20-3	0
ENST00000650463	P22736	1
ENST00000566476	O75446	1
ENST00000540161	A6H8Y1-4	0
ENST00000479244	H0YN10	0
ENST00000584012	Q8TAQ2	1
ENST00000450640	Q96DT7	1
ENST00000581579	P17029	1
ENST00000565162	Q08999	1
ENST00000313865	Q99549	0
ENST00000415252	P16220	1
ENST00000569381	H0YL11	0
ENST00000522213	P20827	0
ENST00000592274	Q9BZK7	1
ENST00000496027	Q8TC05-2	0
ENST00000579713	Q8N6T7	1
ENST00000564808	Q9H2K2	0
ENST00000533531	P32519	1
ENST00000357412	P43699	1
ENST00000660453	P35790-2	0
ENST00000512487	Q15291	1
ENST00000506476	Q5W064	0
ENST00000668661	Q674R7-3	0
ENST00000660947	Q9BXB4	0
ENST00000692657	P52741	0
ENST00000313737	Q03468	1
ENST00000442889	Q13148	1
ENST00000660453	M0R1I2	0
ENST00000425057	P27540	1
ENST00000522383	E7END4	0
ENST00000447565	P11473	1
ENST00000421894	Q15545	1
ENST00000627080	Q99853	0
ENST00000425094	P56270	1
ENST00000660867	A0A590UJH3	0
ENST00000667785	Q8NCE0-4	0
ENST00000430214	Q9H334	1
ENST00000683889	A0A3F2YNX6	0
ENST00000557847	B7ZLI8	0
ENST00000492731	Q92800	1
ENST00000569104	P17275	1
ENST00000533506	Q6P1N9-2	0
ENST00000607088	Q6ZQN7	0
ENST00000515414	P10275	1
ENST00000582435	P14316	1
ENST00000582965	O15516	1
ENST00000593284	Q15797	1
ENST00000422761	Q01860	1
ENST00000668996	Q96AX2-3	0
ENST00000432249	Q9UJU2	1
ENST00000591575	A0A7I2V3J6	0
ENST00000632044	B0QZ18	0
ENST00000419881	A0A1W2PS85	0
ENST00000549659	P08047	1
ENST00000354432	P09104	0
ENST00000508823	P17542	1
ENST00000582578	Q01196	1
ENST00000668839	Q05397	0
ENST00000445785	P23769	1
ENST00000569603	O75469	1
ENST00000663698	A0A8I5QJ45	0
ENST00000564523	Q92804	1
ENST00000671565	E9PRA4	0
ENST00000450205	Q01844	1
ENST00000690575	P34998-3	0
ENST00000472346	P62079	0
ENST00000431803	Q8N6T7	1
ENST00000652017	Q86WP2	0
ENST00000446187	Q9Y4P8-2	0
ENST00000657930	P17947	1
ENST00000689151	Q9BQA5	1
ENST00000436996	P16284-5	0
ENST00000457457	A0A6Q8PHA1	0
ENST00000512487	Q9HCE1	1
ENST00000659493	Q9UJU2	1
ENST00000624458	Q15022	1
ENST00000449457	Q02446	1
ENST00000366408	P35659	1
ENST00000686634	Q9H788	0
ENST00000412244	Q9UJQ4	1
ENST00000667588	B2RXH4	0
ENST00000575917	H7C557	0
ENST00000668089	A0A7P0T9K3	0
ENST00000654152	G3V115	0
ENST00000446950	Q8N7C3-2	0
ENST00000578389	P55075	0
ENST00000428656	P06400	1
ENST00000426702	P43699	1
ENST00000421851	P05412	1
ENST00000313737	P08047	1
ENST00000440657	P61296	1
ENST00000653564	P24468	1
ENST00000582965	O60907	1
ENST00000658646	Q5JRR9	0
ENST00000419628	Q15797	1
ENST00000644612	P26196	1
ENST00000630885	Q16587	0
ENST00000657503	O75128-5	0
ENST00000416076	Q9UKU0-5	0
ENST00000558696	P10275	1
ENST00000556013	P50553	1
ENST00000670228	O60907	1
ENST00000547021	Q92858	1
ENST00000597775	A0A5F9ZHI8	0
ENST00000472514	Q12906	1
ENST00000517854	P06401	1
ENST00000446789	P43694	1
ENST00000525653	Q9Y5W9	0
ENST00000428134	P01100	1
ENST00000517345	Q8ND24	0
ENST00000446989	Q9UQE7	1
ENST00000598703	P10644-2	0
ENST00000438219	O95696	1
ENST00000583163	A0A494C109	0
ENST00000586808	P22676	0
ENST00000419679	Q15797	1
ENST00000590952	Q6TFL4	0
ENST00000647598	Q15561	1
ENST00000449391	Q92804	1
ENST00000412360	Q96KC9	0
ENST00000635364	Q14565-2	0
ENST00000537269	Q16621	1
ENST00000399152	Q9HCB6	0
ENST00000640932	H0YFX2	0
ENST00000564843	P17676	1
ENST00000414844	P03372	1
ENST00000629221	P04637	1
ENST00000617758	O60216	1
ENST00000691300	O94966-4	0
ENST00000509455	O14867	1
ENST00000652754	Q4G0M1	0
ENST00000453579	P21802-19	0
ENST00000503458	Q4G0T1-3	0
ENST00000503465	P29375	1
ENST00000455609	P15036	1
ENST00000419272	P31274	1
ENST00000658177	E9PFF8	0
ENST00000520815	Q5H9R7	0
ENST00000655325	Q12894-2	0
ENST00000442328	Q13227	1
ENST00000623673	P56270	1
ENST00000438677	Q13574-6	0
ENST00000447297	O14646	1
ENST00000451438	Q13568	1
ENST00000607590	A0A0G2JQD6	0
ENST00000592217	Q01995	0
ENST00000543206	P17021-2	0
ENST00000565955	A0A2R8Y5X0	0
ENST00000433499	Q9NPG3	1
ENST00000542466	O75132	1
ENST00000647815	O95789-1	0
ENST00000527778	A0A804HI73	0
ENST00000510317	P32243	1
ENST00000631208	A0A0G2JPA9	0
ENST00000449405	E9PIX1	0
ENST00000504846	P20226	1
ENST00000426901	I3L0Z0	0
ENST00000531347	Q06546	1
ENST00000417910	Q9UKT9-8	0
ENST00000686380	E7ESC7	0
ENST00000506633	Q92754	1
ENST00000650286	Q9BZE3	1
ENST00000413915	A0A087WVP2	0
ENST00000415226	H0Y3U6	0
ENST00000582965	Q9ULJ6	1
ENST00000422946	P54198	1
ENST00000547177	P19838	1
ENST00000649040	Q5T0N5-2	0
ENST00000547006	Q08050	1
ENST00000688254	H7C3R4	0
ENST00000671039	A0A7P0TAR4	0
ENST00000434547	P15884	1
ENST00000418525	Q13263	1
ENST00000511174	Q9H6I2	1
ENST00000557709	Q63HR2-5	0
ENST00000653260	P56177	1
ENST00000520646	Q9UJU2-2	0
ENST00000629058	P19447	1
ENST00000439145	Q8TF68	1
ENST00000655526	A2A3C4	0
ENST00000514287	Q14839	1
ENST00000553979	P55265	1
ENST00000586943	D6RBP8	0
ENST00000606448	P20700	1
ENST00000442328	P48552	1
ENST00000657634	O95936	1
ENST00000668345	P31268	1
ENST00000617211	Q6ZS10-3	0
ENST00000564872	P15336	1
ENST00000568363	F2Z2L2	0
ENST00000536914	A4GXA9-2	0
ENST00000426991	Q5T1V6	1
ENST00000628906	F5GWB9	0
ENST00000510879	P20393	1
ENST00000525330	P22415	1
ENST00000607688	Q15599-3	0
ENST00000427857	A0A6E1XZL4	0
ENST00000623080	Q8N3S3-7	0
ENST00000606277	Q08050	1
ENST00000480826	Q9NPG3	1
ENST00000450776	O95238	1
ENST00000416218	P55317	1
ENST00000441544	P57721-2	0
ENST00000685077	A6NEP9	0
ENST00000443515	Q00535	0
ENST00000519726	P37275	1
ENST00000515542	P23511	1
ENST00000690528	Q6ZMJ2-4	0
ENST00000415252	P10275	1
ENST00000454005	O95238	1
ENST00000655952	A0A087X257	0
ENST00000624003	Q8N841-2	0
ENST00000687118	Q86WP2	0
ENST00000691411	Q9UJC3-2	0
ENST00000441978	P15172	1
ENST00000653260	Q13761	1
ENST00000660945	A0A1Y0BRN3	0
ENST00000658133	Q16585	0
ENST00000693036	Q14CX7-2	0
ENST00000415386	P20749	1
ENST00000428777	Q9UH73	1
ENST00000638002	P35372-14	0
ENST00000432249	O75164	1
ENST00000600511	P11388-3	0
ENST00000509924	O75446	1
ENST00000616116	A0A7I2R3P8	0
ENST00000444488	Q15910	1
ENST00000483544	P22626	1
ENST00000504333	Q9UPP1	1
ENST00000655209	A0A804HIH9	0
ENST00000451438	Q06587	1
ENST00000449838	Q9H3Z7	0
ENST00000604200	Q04206	1
ENST00000598376	P25208	1
ENST00000647812	Q8IZ20	0
ENST00000689442	Q969Q5	0
ENST00000555966	Q08378-2	0
ENST00000652877	Q8N2K0	0
ENST00000662491	Q96EY5-2	0
ENST00000545276	Q9UBN7	1
ENST00000644805	Q9H9S3-2	0
ENST00000666607	A0A087WVE3	0
ENST00000535911	Q96KS0	1
ENST00000674987	A7E2F4	0
ENST00000436551	F8W8F7	0
ENST00000522857	A0A8I5KWG5	0
ENST00000508291	P11308	1
ENST00000586467	P14316	1
ENST00000449601	P59542	0
ENST00000626842	A0A0G2JMD1	0
ENST00000596379	Q86T24	1
ENST00000634868	A8MXB9	0
ENST00000668426	Q8WWM7-6	0
ENST00000436872	Q00613	1
ENST00000508619	Q9Y6Q9	1
ENST00000609153	Q9UP95-4	0
ENST00000433182	O60907	1
ENST00000526176	Q2TBE0	0
ENST00000595422	Q96CS7	0
ENST00000623204	A0A1C7CYX0	0
ENST00000601040	Q9Y624	0
ENST00000434832	P40763	1
ENST00000446475	O43347	1
ENST00000507298	Q13263	1
ENST00000432249	P48382	1
ENST00000629828	P11474	1
ENST00000420520	Q96ST3	1
ENST00000670756	P25089	0
ENST00000453121	Q14576	1
ENST00000664112	Q15717	1
ENST00000433770	Q6P1M9	0
ENST00000586474	Q15022	1
ENST00000623565	P49842-3	0
ENST00000656121	Q96AV8	1
ENST00000577867	F8VTY2	0
ENST00000646232	E9PRR5	0
ENST00000660445	Q96A83-2	0
ENST00000422017	Q9HAU0-4	0
ENST00000484703	Q9NQB0	1
ENST00000511213	P14543-2	0
ENST00000439008	Q16665	1
ENST00000582554	P41217-2	0
ENST00000637695	A0A0A0MRG9	0
ENST00000506601	P40426	1
ENST00000466292	Q9BVI0	1
ENST00000661262	E7EQ12	0
ENST00000663458	H7C2M9	0
ENST00000692478	Q8NDA8-3	0
ENST00000339037	Q15306	1
ENST00000559752	Q14839	1
ENST00000514010	P48378	1
ENST00000586467	Q15306	1
ENST00000442636	P13631	1
ENST00000661823	Q92520	0
ENST00000630726	Q01105-3	0
ENST00000408887	Q16254	1
ENST00000452222	P23246	1
ENST00000670688	H3BTY6	0
ENST00000452629	Q9UBN7	1
ENST00000663305	Q6TCH8	0
ENST00000631265	P22223-2	0
ENST00000621019	P10275	1
ENST00000326734	P01375	1
ENST00000453476	E7ESF6	0
ENST00000422510	P01375	1
ENST00000429293	P21127-2	0
ENST00000442889	P19793	1
ENST00000421851	Q00534	1
ENST00000653380	Q02548	1
ENST00000560452	Q96K30	0
ENST00000664399	A0A494C1K7	0
ENST00000581153	Q96A25	0
ENST00000620678	Q8TDW4-7	0
ENST00000444217	P84022	1
ENST00000514569	Q14683	1
ENST00000419628	Q9BZK7	1
ENST00000440413	Q9Y4Z2	1
ENST00000587540	Q6UX53	0
ENST00000602048	Q12772	1
ENST00000413291	H7C5R6	0
ENST00000466292	O96004	1
ENST00000604333	Q16656	1
ENST00000582246	P52945	1
ENST00000667495	Q8NGL0	0
ENST00000671140	P05937-2	0
ENST00000505518	Q9Y261	1
ENST00000421851	P04637	1
ENST00000557232	Q8N680	1
ENST00000568384	A0A0U1RRJ0	0
ENST00000445956	P01106	1
ENST00000435067	O95644	1
ENST00000664501	O00238	0
ENST00000507072	Q9BXS6-5	0
ENST00000430921	P17481	1
ENST00000529369	A0A0U1RQR8	0
ENST00000426358	P28324	1
ENST00000515264	Q9ULJ6	1
ENST00000635565	H3BUN4	0
ENST00000615716	Q12824	1
ENST00000527285	A0A0G2JIZ7	0
ENST00000515264	Q13133	1
ENST00000451496	Q9UQE7	1
ENST00000582763	E7ENR6	0
ENST00000693713	Q9Y4F5-3	0
ENST00000553679	Q16254	1
ENST00000501071	P19419	1
ENST00000420694	Q9BTC8	1
ENST00000656433	C9J2C7	0
ENST00000413718	Q9Y6Q9	1
ENST00000416260	A0A1W2PRY5	0
ENST00000419013	P17947	1
ENST00000596567	Q9UQD0-2	0
ENST00000627071	P35269	1
ENST00000538731	Q16621	1
ENST00000690662	A0A7P0Z4J2	0
ENST00000441001	P51532	1
ENST00000512043	Q9UL36	1
ENST00000559022	Q03468	1
ENST00000690839	O60732	0
ENST00000434540	Q9Y2B1	0
ENST00000559752	P09630	1
ENST00000662917	Q6PL45	0
ENST00000432239	Q92922	1
ENST00000512384	Q9UKD1	1
ENST00000454005	P55317	1
ENST00000662824	Q96FA7	0
ENST00000532061	Q9UBB5	1
ENST00000627071	Q06787	1
ENST00000635368	Q92769	1
ENST00000666625	Q9BX10-2	0
ENST00000542449	Q9UL18	1
ENST00000526642	Q8N5P1	1
ENST00000649093	Q5VY60	0
ENST00000658247	A0A7I2V6B0	0
ENST00000425698	H7BYG8	0
ENST00000581080	P48378	1
ENST00000668075	Q00341	0
ENST00000425385	P18146	1
ENST00000442649	P49842-3	0
ENST00000513660	H0Y8B3	0
ENST00000471921	P29375	1
ENST00000580962	Q9UGH3-2	0
ENST00000471357	Q92826	1
ENST00000443854	O14646	1
ENST00000653640	Q8NDV7-6	0
ENST00000521378	O75030-8	0
ENST00000335616	Q9H0H5	0
ENST00000448117	Q8N196	1
ENST00000578831	E9PRW0	0
ENST00000443576	Q16665	1
ENST00000528133	A0A7I2V4F7	0
ENST00000446979	Q659A1	1
ENST00000456327	A0A804HJM6	0
ENST00000413159	A0A494C0F7	0
ENST00000424837	Q99626	1
ENST00000647189	Q9H9S0	1
ENST00000467537	I3L445	0
ENST00000496220	Q04206	1
ENST00000512794	P55317	1
ENST00000421585	Q15022	1
ENST00000513958	P49715	1
ENST00000659368	K7EIK7	0
ENST00000658058	P98172	0
ENST00000564168	O15350	1
ENST00000510317	Q13242	1
ENST00000511875	Q13547	1
ENST00000591553	P78540	0
ENST00000671019	P11308-1	0
ENST00000692012	Q702N8-3	0
ENST00000688345	Q5T4B2	0
ENST00000456198	Q13887	1
ENST00000508286	Q8WTX9	0
ENST00000671363	P31249	0
ENST00000610941	G3V1D7	0
ENST00000462717	Q9BZE3	1
ENST00000430094	Q96P44	0
ENST00000587826	P10244	1
ENST00000629058	P42226	1
ENST00000669816	H3BTA9	0
ENST00000450776	Q13887	1
ENST00000422744	A8MU33	0
ENST00000617582	Q14117	0
ENST00000426358	O75132	1
ENST00000634334	Q16254	1
ENST00000411710	P04637	1
ENST00000629087	A0A3B3IRS8	0
ENST00000656527	P48431	1
ENST00000557101	E5RH37	0
ENST00000431650	Q9H707	1
ENST00000549551	Q5BKZ1-3	0
ENST00000297163	P17535	1
ENST00000648634	Q14934-8	0
ENST00000451980	P04035-2	0
ENST00000414156	O75081	1
ENST00000663476	P29475-4	0
ENST00000585832	Q96MM3	1
ENST00000659931	Q13351	1
ENST00000515882	O14646	1
ENST00000429268	P33076	1
ENST00000619602	Q8N1M1	0
ENST00000686693	P51816	0
ENST00000412789	O43474	1
ENST00000616634	A0A7I2R3P8	0
ENST00000422366	Q9BU23-2	0
ENST00000543558	P10914	1
ENST00000629991	Q6UXG2-2	0
ENST00000602172	P56177	1
ENST00000567491	O15178	1
ENST00000559621	P52948-6	0
ENST00000401043	Q8N680	1
ENST00000689937	Q5SZP1	0
ENST00000452813	M0QZB1	0
ENST00000602172	Q00534	1
ENST00000608767	E9PGY2	0
ENST00000670013	Q9NRZ9-7	0
ENST00000655289	Q96C24	0
ENST00000440885	Q9Y2D8-3	0
ENST00000685351	Q99571-2	0
ENST00000429268	O94916	1
ENST00000546686	P17535	1
ENST00000519500	P12980	1
ENST00000417039	A0A8I5QJN8	0
ENST00000450264	P10244	1
ENST00000693740	Q6NUN7	0
ENST00000515882	P42224	1
ENST00000655634	Q96J65	0
ENST00000614331	A0A8I5KTQ3	0
ENST00000429816	V9GYD3	0
ENST00000473798	Q9NVV9	1
ENST00000492731	O15350	1
ENST00000513958	P48382	1
ENST00000615734	H0YCG1	0
ENST00000555798	Q15131-4	0
ENST00000428766	Q9Y2J0-2	0
ENST00000669908	P37275	1
ENST00000635764	P22415	1
ENST00000565722	H0Y3S4	0
ENST00000664144	Q6ZTU2-2	0
ENST00000451034	O60583	1
ENST00000439239	Q8NHS2	0
ENST00000668602	Q96LA9	0
ENST00000424435	Q32MQ0	1
ENST00000618311	O43474	1
ENST00000635764	P04637	1
ENST00000664844	P52736-3	0
ENST00000657424	E7ESF6	0
ENST00000419695	E7ER77	0
ENST00000662861	H0Y8Y3	0
ENST00000568986	A0A0U1RQQ4	0
ENST00000638958	Q13740-2	0
ENST00000665021	Q8WUG5-3	0
ENST00000626286	P20226	1
ENST00000669243	Q8NDD1-5	0
ENST00000642586	M0R102	0
ENST00000688872	Q01831	0
ENST00000511395	P20226	1
ENST00000664899	P04424	0
ENST00000641421	O75410-2	0
ENST00000434443	A0A669KBL1	0
ENST00000659267	A0A7I2PJA1	0
ENST00000542984	Q9HCE1	1
ENST00000662063	P17861	1
ENST00000427042	O75530	1
ENST00000623174	A0A2U3TZM2	0
ENST00000426881	H0YJI9	0
ENST00000654294	Q8N393	0
ENST00000567491	Q15291	1
ENST00000420883	O43852-3	0
ENST00000458531	Q16665	1
ENST00000667755	A0A590UJJ8	0
ENST00000563844	O00519	0
ENST00000451851	A0A804HKB8	0
ENST00000456123	P10275	1
ENST00000655555	Q8TEJ3	0
ENST00000665423	Q8N9C0	0
ENST00000430861	Q14469	1
ENST00000425094	Q9NYF8	1
ENST00000623637	Q9UKT9-8	0
ENST00000457217	Q9UBN7	1
ENST00000602361	Q9NZB2	1
ENST00000432511	Q7Z465-2	0
ENST00000662970	Q9NR82-3	0
ENST00000445039	P55055	1
ENST00000445389	Q9BVV6	0
ENST00000472120	H7BXI1	0
ENST00000519898	Q8NG98	0
ENST00000549551	Q6PD62	0
ENST00000663558	Q7L4P6	0
ENST00000602385	A0A804HIL7	0
ENST00000604514	P82675-2	0
ENST00000494849	Q8NBM8	0
ENST00000564381	Q8N196	1
ENST00000565563	A0A0C4DG76	0
ENST00000416226	Q9NZB8-6	0
ENST00000615716	O75461	1
ENST00000689482	P29375	1
ENST00000491676	P17542	1
ENST00000617888	P14316	1
ENST00000649270	Q6ZUS6-5	0
ENST00000554389	Q8IX18	0
ENST00000455671	Q9H3D4	1
ENST00000522183	Q9H0X6	0
ENST00000515871	Q13485	1
ENST00000628516	Q01860	1
ENST00000631092	Q8N960-2	0
ENST00000582106	P05412	1
ENST00000548050	Q16254	1
ENST00000519008	Q86YS7-5	0
ENST00000434832	P05412	1
ENST00000674070	A0A1B0GVR6	0
ENST00000563962	P20749	1
ENST00000415330	Q01196	1
ENST00000456638	P36956	1
ENST00000534036	P48552	1
ENST00000562248	A0A6Q8PFG9	0
ENST00000420876	O14867	1
ENST00000692398	Q96KN4	0
ENST00000673815	Q07955-3	0
ENST00000322220	Q9H0L4	1
ENST00000664701	Q9NRC1	0
ENST00000525302	H7C1M2	0
ENST00000565162	A7MD48	1
ENST00000377320	O75530	1
ENST00000526642	O75469	1
ENST00000443783	Q9H334	1
ENST00000424837	Q8WVM7	1
ENST00000692517	Q9NRC1	0
ENST00000548594	C9JXB9	0
ENST00000458264	Q99626	1
ENST00000426991	Q01081	1
ENST00000620246	B0QYW5	0
ENST00000673597	P51610	1
ENST00000623884	Q69YQ0-2	0
ENST00000669087	Q9Y5X5-2	0
ENST00000429916	A0A7P0T897	0
ENST00000428656	P31274	1
ENST00000659504	Q8NGN5	0
ENST00000624323	A8MTM1	0
ENST00000471357	P29590	1
ENST00000664025	O60830-2	0
ENST00000416894	Q9NZC4	1
ENST00000511395	P25208	1
ENST00000420672	O95750	0
ENST00000444721	Q01664	1
ENST00000607979	F5H890	0
ENST00000431361	Q00534	1
ENST00000594472	O96028	1
ENST00000671172	P01375	1
ENST00000693679	A7KAX9-3	0
ENST00000419745	O75461	1
ENST00000436671	P10275	1
ENST00000369989	P15622	1
ENST00000451340	O75475	1
ENST00000416310	Q13351	1
ENST00000664079	E5RK69	0
ENST00000421002	P35637	1
ENST00000653242	Q9H5V8-2	0
ENST00000654818	P19447	1
ENST00000649546	Q13362-5	0
ENST00000635092	O15131	0
ENST00000445982	O75475	1
ENST00000435434	P29590	1
ENST00000668552	A0A7P0TAA8	0
ENST00000664073	P28472	0
ENST00000629370	Q15306	1
ENST00000654650	Q8NGQ5	0
ENST00000687686	P10398	0
ENST00000476910	Q9ULV8-2	0
ENST00000658328	A6NND4	0
ENST00000624521	Q9H173	0
ENST00000613275	A0A1B0GW91	0
ENST00000644612	O95243	1
ENST00000591501	Q15545	1
ENST00000412413	A6NDA9	0
ENST00000651868	A0A3B3IUB1	0
ENST00000443196	Q9NQB0	1
ENST00000502589	H3BUA8	0
ENST00000421320	P35269	1
ENST00000663458	O43776	0
ENST00000650150	C9JJ25	0
ENST00000444986	P17947	1
ENST00000555108	Q18PE1-4	0
ENST00000412369	Q9Y5K5	1
ENST00000659706	Q9C0K1	0
ENST00000513958	Q13886	1
ENST00000653742	A0A7I2V4W4	0
ENST00000570929	Q5VV23	0
ENST00000454712	A0A7P0T9T1	0
ENST00000518941	A0A2R8Y6V2	0
ENST00000626439	P23769	1
ENST00000453951	P03372	1
ENST00000610250	C9IZY8	0
ENST00000668179	P10275	1
ENST00000507997	P26368	1
ENST00000434547	O96028	1
ENST00000429882	H3BPR3	0
ENST00000668134	P68104	0
ENST00000690710	D6RBU4	0
ENST00000552415	A0A1W2PRJ1	0
ENST00000511875	Q9Y2D1	1
ENST00000654364	Q6NUN9-3	0
ENST00000431171	Q9UPP1	1
ENST00000422271	Q9H3D4	1
ENST00000468961	P31268	1
ENST00000495917	P07910	1
ENST00000500800	Q13761	1
ENST00000433933	P10589	1
ENST00000661372	Q01130-2	0
ENST00000660601	Q8IUM7-3	0
ENST00000517704	P17947	1
ENST00000517389	O94806	0
ENST00000659423	D6RC83	0
ENST00000657154	Q9GZV5	0
ENST00000577560	A0A1B0GTR9	0
ENST00000518962	A0A8I5KTZ3	0
ENST00000483843	O75152	1
ENST00000526623	Q5VWT5-2	0
ENST00000693248	B5MDF5	0
ENST00000693016	Q659A1	1
ENST00000436488	F1T0D7	0
ENST00000529261	Q07955-3	0
ENST00000623655	Q92731	1
ENST00000658474	Q05195	1
ENST00000655209	Q00534	1
ENST00000512496	P61296	1
ENST00000668418	P43694	1
ENST00000581153	P23468	0
ENST00000671305	P50549-6	0
ENST00000662973	Q9BZE9	0
ENST00000627520	G3XAN4	0
ENST00000448718	Q86W24	0
ENST00000665895	Q5TC79-2	0
ENST00000687270	A0A2R8Y6I1	0
ENST00000487567	Q13127	1
ENST00000580537	Q15583	0
ENST00000462176	Q9HCE1	1
ENST00000458627	P11831	1
ENST00000669347	Q8N565-2	0
ENST00000525678	O95503	1
ENST00000561101	O60381	1
ENST00000541860	Q9Y5W9	0
ENST00000559520	Q03468	1
ENST00000664533	O14653	0
ENST00000435037	Q00534	1
ENST00000421509	H7BYB1	0
ENST00000377320	P49711	1
ENST00000604571	E7EUL7	0
ENST00000585832	Q01860	1
ENST00000382166	Q02447	1
ENST00000503710	P23771	1
ENST00000505718	Q9Y5J3	1
ENST00000656609	Q9Y275-2	0
ENST00000602737	Q86XN8-3	0
ENST00000651244	Q9ULX6	0
ENST00000440540	O14978	1
ENST00000560153	P15408	1
ENST00000664723	F6X4Z5	0
ENST00000421181	Q15561	1
ENST00000446211	O00327	1
ENST00000447297	I3L0B8	0
ENST00000642440	A0A8I5KU25	0
ENST00000510509	Q8TC41-2	0
ENST00000425454	O43623	1
ENST00000659097	Q12968-6	0
ENST00000669834	C9IZL5	0
ENST00000329743	A0A087WUJ7	0
ENST00000657312	P11172-2	0
ENST00000653318	Q6ZN68	0
ENST00000558436	Q9HCC6	1
ENST00000514225	Q9BQA5	1
ENST00000690261	A0A5F9ZHL9	0
ENST00000419151	O43474	1
ENST00000550720	H0Y718	0
ENST00000632111	Q13428-5	0
ENST00000602767	P23769	1
ENST00000445785	P10244	1
ENST00000515542	Q00534	1
ENST00000600242	A0A286YF26	0
ENST00000451328	Q96KV6	0
ENST00000560815	Q9UMF0	0
ENST00000664267	Q92859-4	0
ENST00000600329	P49715	1
ENST00000435932	P16220	1
ENST00000422352	Q9BX66-10	0
ENST00000560267	Q6UX53	0
ENST00000686481	O43474	1
ENST00000670474	Q92834-5	0
ENST00000629828	O75030	1
ENST00000438829	Q05D32-2	0
ENST00000636943	A6NN50	0
ENST00000359838	P10914	1
ENST00000608408	O14802	0
ENST00000665105	A0A3B3ITP3	0
ENST00000548617	Q8N6T7	1
ENST00000514010	Q4ZG55	1
